taxa,PC1,PC2
L04_16,-13.3008831135847,9.45958288038626
L04_17,-14.2352790319343,-8.28414343707619
L04_18,-26.3436107810056,6.60437922994057
L04_19,-23.9995912976296,5.75861132324399
L04_2,-20.0986887482719,8.60647706139438
L04_20,-24.8722814084309,3.66470897835502
L04_21,-25.3872406530796,4.87281725006432
L04_22,-13.3697832094283,-15.48551126108
L04_23,-20.2116813784256,-14.4518950008843
L04_24,-11.3432484791454,4.01604991992489
L04_25,-26.1228848740148,3.87656863073943
L04_26,-26.2200673796686,-1.08657590367657
L04_27,-25.6527553040427,8.13005032303866
L04_28,-23.4351937763953,3.05887037972839
L04_29,-24.8141097011418,7.28985945663646
L04_3,-22.5189591045272,4.71829637577482
L04_30,-26.01764686841,5.98907816714235
L04_32,34.9500520277829,-35.7240687268199
L04_33,-25.0585568148647,6.1417290187674
L04_34,-25.2110282071066,8.06509790180042
L04_35,-24.3558726162678,6.40511907102215
L04_36,-25.5404042768474,6.42252092404492
L04_37,-25.793256218457,5.78618455056434
L04_38,-20.2594989348189,-1.89236995877375
L04_39,-23.2765749797854,-0.793346909929613
L04_4,-20.3196509064707,-9.02720926362881
L04_41,-22.2882161567195,3.5729102783665
L04_42,-22.2936180208066,2.40656838328694
L04_43,-23.2992261480527,-9.64826331368702
L04_44,-20.9306347497068,-9.41361660521965
L04_45,-23.2832950639134,7.68502318668857
L04_46,-13.4780694727025,-66.0080937443767
L04_47,-20.9090382718643,10.1838801411803
L04_48,-24.0451311786976,13.8344089256052
L04_49,-22.2368956017155,1.58226027375818
L04_5,-24.5008655018652,3.62585631498566
L04_50,-22.4136697744193,-4.91315585070697
L04_51,-24.6677882889996,-1.65332609608943
L04_52,-26.11271445251,12.6266271407768
L04_53,-26.5128082820135,15.4739128959477
L04_54,16.5266015326783,10.7548278624239
L04_55,17.687469201662,8.1013484035202
L04_56,-26.5858646167711,16.4305333587634
L04_57,-23.8911462172205,4.4324728335335
L04_58,-20.7267192993316,-8.40887027006578
L04_59,-24.4714222023164,6.51608041342063
L04_6,-24.8589619364877,5.32684161011402
L04_61,-22.6922488447774,3.27193380502505
L04_62,-25.3846672927985,-0.221581330635933
L04_63,26.0884719823719,7.81847292132047
L04_64,-23.7913010297271,6.71061085370574
L04_65,-26.4207734729909,6.49330380026819
L04_66,-15.1141114104259,-17.3541181853401
L04_67,-20.5441668683638,-15.0238125240664
L04_68,-21.5740767175458,-16.3428381963264
L04_69,-19.268797209595,5.36692710251249
L04_7,-0.47816437960694,2.96393858659085
L04_70,-25.1045595698093,5.49408305553623
L04_71,-26.1044431044526,11.0838862296509
L04_72,-12.4018417749574,-32.5422271471416
L04_73,-25.9373246342461,3.74527379599225
L04_74,-25.1136662837822,5.05910252821495
L04_75,-24.969470618971,2.17631318378874
L04_76,-25.8037214111217,3.78575000621982
L04_77,-25.1892663989726,5.47064077908264
L04_78,-14.4217367649325,3.16229183343835
L04_79,-18.2285391676892,17.8223126991534
L04_8,-19.1443551857256,2.46354975721963
L04_80,-4.89199491900647,11.6696305186247
L04_81,-25.8255784336241,7.89299513071926
L04_82,-26.0285801602576,2.79961323983522
L04_83,-21.4011414692229,17.791134475436
L04_84,-26.3787780657478,5.88294843860932
L04_85,-22.357037813902,1.08693884745594
L04_86,56.8298805389798,2.95062791971405
L04_87,-18.5928065177227,-17.9739033274352
L04_88,20.7369646991101,9.36403613613863
L04_9,-25.8516133368839,2.51313688145389
L04_90,-20.227967605679,-14.3715464564741
L04_91,-24.0263482699866,4.77704655122968
L04_92,-26.7049644591613,1.42202147042012
L04_93,-19.9158142328068,13.3904465550797
L04_94,-26.9654067901108,10.5189276948345
L04_96,2.74669529629244,8.3657924699718
L05_1,-21.9835108686717,-15.0586823397551
L05_11,-25.6154986350306,3.04221503964655
L05_12,-26.3156955375926,3.07857873580132
L05_13,-25.8627590197596,8.35996847361494
L05_15,-11.1644467585748,10.4673259815168
L05_16,-20.2569068661729,-1.51937120627556
L05_17,-25.9741096977616,7.56023629421415
L05_18,-26.4604579123065,3.45460842764141
L05_19,-25.9043818300624,9.13326694198099
L05_2,-25.5440006073795,22.9367280452102
L05_20,-24.0181041111601,18.2108618508749
L05_21,-23.1747345034108,-17.9191697348118
L05_23,-27.0195655946619,10.9579102491921
L05_24,-19.2041248761447,9.64709219538354
L05_25,-26.4629668401296,8.69146660726451
L05_26,-21.9778566424127,-16.2064989381043
L05_27,-26.3997512301081,4.81530501196316
L05_28,-25.6418237745187,11.3533353712128
L05_29,-26.043679911419,5.76641300770173
L05_3,-24.7573416337687,0.930175545099188
L05_30,-26.1381052491638,14.1156366828527
L05_31,81.4044353685529,-0.17338920790465
L05_32,20.3678518820353,6.30098097998403
L05_33,-24.5437931842246,8.94706041169951
L05_34,-26.1350638237528,6.53260504272955
L05_35,-25.7322188960795,21.5739339089564
L05_36,-26.2356665912209,7.98927546471741
L05_37,-25.3437637707299,8.82501205077284
L05_38,-22.1097273060377,-49.3494570812547
L05_39,-23.0198262821266,21.8999064125868
L05_4,-6.33363140097764,7.14125117244493
L05_40,-9.14621320717351,5.32558479681572
L05_42,-23.1954090329733,-16.8537853892641
L05_43,-25.766994837421,3.44901735671682
L05_44,-23.3540504897928,2.40403979924548
L05_46,-27.1122678160118,12.4029492147338
L05_47,-26.2376597706083,12.7915733170596
L05_48,-23.9829290415618,17.3171203500713
L05_49,-25.8690268037032,10.838892133898
L05_5,-17.0434652202571,-17.1798181747143
L05_50,-27.2455425919762,4.06767775948096
L05_51,-25.7308406960502,-2.75595047714129
L05_52,-24.912952116442,3.29752166815908
L05_53,-21.222712843974,-51.2679969028173
L05_54,-23.6607572026916,11.7071282613155
L05_56,-25.4717119640398,2.5615023898262
L05_57,-25.4261386878572,8.44140778352963
L05_58,-26.7677825579432,7.63466142700566
L05_59,-27.6116296269967,-0.622886112070034
L05_6,-25.7765602019022,-0.314699434868962
L05_60,-27.1575586191869,16.1740035533374
L05_61,-26.0182118436628,11.6995055593078
L05_62,-26.6248492431096,-0.0278765294720895
L05_63,-10.5688781829451,-9.82100008668513
L05_65,-24.143515536795,4.19682762359707
L05_66,-25.3032983832706,-0.0248088550611257
L05_67,-25.0851076351478,1.750276319146
L05_68,-26.9428018005627,6.43922419367754
L05_7,-15.7513605653411,-10.5018909895522
L05_70,-22.6306394217293,-14.9915460743232
L05_71,-22.3251357950334,-17.0282062040531
L05_72,-17.0573370129053,-9.33684860555512
L05_74,-17.7786278832264,-49.8469560341586
L05_76,-26.5237221775779,12.0179278597016
L05_77,-21.7287035074455,-15.3920799024583
L05_79,60.7441709282395,4.50884282531584
L05_8,-20.772476349289,-12.9401364010836
L05_81,-25.2878753436003,6.23461455834053
L05_83,-26.8376880575462,11.4488302474465
L05_84,-27.6001904897028,1.13883368808817
L05_85,-25.325986559888,7.79629668330989
L05_86,66.6821485639953,11.9780162382025
L05_87,-23.7066835534837,0.251034670022476
L05_88,-17.2457234638377,7.28970946935322
L05_89,-20.6372256978295,-14.6139310021483
L05_9,-25.2745159602982,-32.9696095560583
L05_90,-23.6556542381578,3.56222668651479
L05_91,-17.1654121758315,-65.9311924891487
L05_92,-15.8314270913397,-17.5536841471388
L05_93,-27.3026314904727,5.08080031498712
L05_94,-25.1605113394313,4.53676205135649
L05_95,36.8808449276592,15.1749579256781
L05_96,-15.8219338616398,4.18651122223123
L06_1,2.20503321152235,7.51618032297792
L06_10,24.6150943803322,-8.51433877326913
L06_11,25.3399236541344,4.47857032325513
L06_12,8.22431703311012,-16.4174763710089
L06_13,-6.53914265347684,1.507877443711
L06_14,-19.6329443898162,7.41922059400093
L06_15,56.5346633523969,2.06816520568287
L06_16,39.8169102232496,2.44695265019587
L06_17,29.1724630869268,0.0932851814293174
L06_18,-6.17690897500734,8.89046282503558
L06_19,9.43256283697601,4.89642193500681
L06_2,5.35534318887552,15.2700553471064
L06_21,-18.2891950193086,-49.1978718852394
L06_23,-21.5636893918275,2.94352659906817
L06_25,-5.27928021108253,-31.6113161139496
L06_26,-15.592860624278,-15.9506072204803
L06_28,-19.7632203637262,-19.3064595718318
L06_3,38.0340949534193,15.672522072588
L06_30,-26.8855730683371,4.46792266321814
L06_32,40.2960527780995,3.43437400257365
L06_33,5.99625103047306,-58.7822423504487
L06_34,-6.33332629412188,-17.6936304257413
L06_35,3.48311067184595,1.91201797612594
L06_36,5.26117270540104,3.76319379762774
L06_37,-7.56926295450176,-1.59737844923636
L06_38,31.4772075496843,7.69294691378895
L06_39,-13.3004725962952,-48.3193648545694
L06_4,-13.4360463105523,11.854125225571
L06_40,23.2516826899964,-0.762180391541632
L06_41,-0.747772941926534,5.3731674250676
L06_43,-10.2430309306492,2.57595080193015
L06_46,0.399242415476561,-10.1641616252155
L06_47,-16.2052798864292,10.4068337660238
L06_49,-2.17153345724224,-48.959740368152
L06_5,-24.2837489262048,2.27774577961268
L06_50,2.36748020701744,-15.752518590646
L06_51,-11.3343893026053,8.00526813728122
L06_52,-2.46450772887471,-17.1597383773735
L06_53,-7.00414697303178,6.99622064580723
L06_55,55.7223266882118,15.4876475258886
L06_56,-25.1108202085948,1.66748286700023
L06_57,14.7064108704476,12.9701547340067
L06_59,-23.6745794955122,16.9878299680004
L06_6,13.1361804013611,-5.47123585409627
L06_62,-21.025130447962,-16.1457035752223
L06_63,26.7332375924027,-7.05655472339357
L06_64,-19.3642281655296,6.82263562096382
L06_65,17.9841956192987,-15.4058823410737
L06_66,-2.79483376543809,7.50957073038392
L06_68,3.90020525772223,6.39816561411164
L06_69,52.7664188667072,2.34576950226881
L06_7,37.1361245979671,0.815125701284469
L06_70,-25.390528144599,3.45592605707175
L06_71,-12.2808938056419,16.7649977419516
L06_72,9.58897164949218,-6.04121947813271
L06_74,13.4161289861399,-21.1389907635378
L06_75,-19.7775536152121,3.44086680300453
L06_76,-14.1695866318262,9.50902496098164
L06_77,2.77992831389943,0.0682299966079455
L06_78,-20.1644259224352,10.7553121083875
L06_79,-5.03414085247763,8.04434900132067
L06_8,4.52659463308236,-57.7902806264388
L06_80,17.1280379227968,1.63672647409478
L06_81,-8.80019067743712,8.66060360646436
L06_83,21.8804128743741,4.19190330606712
L06_84,-5.56768966570774,-14.4314907070965
L06_85,3.10862559641869,-43.5731360202717
L06_86,72.7708665470456,7.724680349326
L06_87,9.48210541758387,4.63983649986259
L06_88,7.46928222693913,15.3151373495522
L06_89,-13.8986646743827,5.45063983120941
L06_9,-6.11378672231719,2.15447309461132
L06_90,11.3311478802421,10.8644964024431
L06_91,-9.78941621764981,11.2172309625974
L06_92,-12.761425612246,-12.1198337320043
L06_93,32.1096036395545,-6.96720020323519
L06_94,-17.7643065582697,-12.4910747513426
L06_95,68.8302014625905,8.15356907006555
L06_96,46.5892360442326,-44.3644515403041
L07_1,-18.9605172364646,21.2959409390695
L07_10,40.7979544455506,-43.7270752942279
L07_11,28.3025119555142,15.8687056956003
L07_12,27.3526406597288,4.83685986230831
L07_13,9.82545900838796,0.528441219479335
L07_14,50.2763318382154,-8.4486462741248
L07_16,83.1963842390722,8.31663208316746
L07_17,42.0529218952769,10.8419640302437
L07_18,0.786985234316683,-1.70754954419191
L07_19,66.5690402243406,7.69870076009462
L07_2,5.13732877911007,4.50056479980797
L07_20,65.6017513477078,11.6443334147755
L07_21,7.00136395938415,7.80239749129336
L07_22,92.1009377278679,6.17653801363665
L07_23,-15.153975683246,11.506276913137
L07_25,17.2957407640029,14.3166693913613
L07_26,12.0734716105363,6.89176350555315
L07_27,35.6400861411181,-13.0666045416146
L07_28,-24.0957870397965,3.32860697225972
L07_29,29.8639404436502,3.24100248764998
L07_3,12.0151131058883,-55.3054080700804
L07_30,18.5281075546841,2.69092375056934
L07_33,2.25232753456692,-11.9765539994931
L07_34,-18.8285705643779,0.0888550127862399
L07_35,12.2794341762422,7.82963704796166
L07_37,22.890908654656,-9.08880020101452
L07_38,54.0696723400839,5.05453451545751
L07_39,39.8660474560727,10.7184882557955
L07_40,52.0976505604568,5.38550159832261
L07_41,14.5841846461984,-11.9872210048292
L07_42,-3.68506387530656,-45.3393235421733
L07_43,-14.747499785456,5.58948334480106
L07_44,-7.37500190450259,15.1849718591019
L07_45,17.9179745670067,-13.7373489544084
L07_46,-9.44862401655277,0.0936546431641212
L07_47,66.3890779001961,13.9810159350994
L07_48,16.3736309060709,9.31085183036204
L07_49,1.46634960777895,-8.92128708165331
L07_5,27.2816357412594,-11.0179104481363
L07_50,9.72697889708642,-8.2521709083179
L07_51,-6.30601985111231,3.3274710043001
L07_52,1.88447528157088,3.65909005470476
L07_53,23.7341056872054,-8.1139959932605
L07_56,-7.25767592805754,21.1952784043985
L07_57,32.8514706015463,6.20947575595123
L07_58,36.7254724637406,1.17518425067023
L07_59,-3.38184476949195,8.54403926741183
L07_6,67.7063086796084,-0.626662872363774
L07_60,-17.6939642946745,12.963072891475
L07_61,22.2686507101641,-12.1081255124015
L07_62,-16.9694229657423,-12.2750008453011
L07_64,14.532816150286,11.6002992836314
L07_65,10.692018460433,6.63159049260875
L07_66,37.855066744911,-12.303510377472
L07_67,51.1874762864978,-4.64184376057925
L07_68,5.01797113134492,7.98070401768889
L07_69,51.1303490120155,-9.03065708987085
L07_7,92.1808424390666,11.0615068303389
L07_70,2.14328686544816,4.07043276989439
L07_71,3.29681014165059,6.6895698569275
L07_72,72.5093587662091,5.11203998851568
L07_74,39.0144829277548,4.08754337697656
L07_75,-13.2572393249029,12.4723200564892
L07_76,-3.86931194056549,3.61492992194141
L07_77,8.27712010405634,10.3128716187403
L07_78,53.9407025747813,10.5823912626952
L07_79,53.6505264981905,12.3886684278618
L07_8,33.4703409583882,4.70150336726438
L07_81,13.5386985402785,15.332151902398
L07_82,14.6288139059889,3.79303245689187
L07_83,37.6982085032775,-23.6526007245044
L07_84,-3.43922168846823,3.06629522373036
L07_85,25.6473285065029,5.73166773654565
L07_87,59.8808828175332,15.4760300388529
L07_89,43.4247331404148,-7.46316887802289
L07_9,-20.1466974782586,11.9329938429452
L07_90,63.6268438846911,1.00091489391789
L07_91,14.2881121179552,13.6988328965962
L07_92,3.15877119821529,10.3487075048813
L07_93,74.0892063203045,-7.11695849348343
L07_94,0.379769944440538,-8.37252386672346
L08_10,41.5534873521008,-9.21292736579048
L08_11,26.0200365538368,-24.7001779548351
L08_12,39.654673633473,7.66779079289483
L08_13,63.9327190467426,5.68106469645465
L08_14,67.2396729216818,-16.423362794999
L08_15,93.9665479972273,14.1883020635758
L08_17,41.9080620356906,-6.58968563958413
L08_18,17.2569259437958,-11.4939581728675
L08_19,31.6068403143018,16.4414485550945
L08_2,18.8308288192008,-38.3785637747579
L08_20,70.7619717004826,4.8590501378068
L08_21,39.1463539190382,2.34111859762759
L08_22,76.2533292148492,-15.3450144336926
L08_23,37.4800484176127,1.06223066831928
L08_24,68.6773636471935,0.0141111493151177
L08_25,31.4516326052384,4.09044450571282
L08_26,3.32758060758681,5.18906828207293
L08_27,37.2726758686194,-22.2467776100466
L08_28,-24.1883566068865,10.6293699326418
L08_3,23.4149375486111,2.78237783945988
L08_30,18.0808936790552,2.77349740108963
L08_32,97.6313046226478,10.217057479688
L08_33,22.0623327685523,5.81758499059297
L08_34,-15.0259991647916,8.59432071896038
L08_35,2.490201841862,9.20758335926305
L08_36,-17.196767794652,8.83909680595487
L08_37,-1.03758295848524,-16.5949451963198
L08_38,58.717240980879,-15.5836720407162
L08_39,4.42121497187725,8.42861446392531
L08_4,6.3464771781112,5.95851902455932
L08_40,36.787828772571,13.3749731018865
L08_41,9.44700301027243,9.41602246518526
L08_42,14.2872612659535,9.51338020450488
L08_43,-16.2025086532938,-13.7499184497766
L08_44,-2.47194721907079,-46.4946977788473
L08_45,9.02394440624587,-16.6293992031378
L08_46,9.7096351980347,0.881033787096399
L08_48,-4.1253847083962,-9.57514954038013
L08_49,10.6641399128406,5.7234928743693
L08_5,15.1237007154759,14.3423112186774
L08_50,11.9105976639318,6.6706944611457
L08_51,-17.7387874319508,8.92748923923696
L08_52,2.57911422245686,8.83369480460915
L08_53,14.1073971819288,-16.2293857149938
L08_55,70.9447665693403,15.7217032659441
L08_56,-19.5020632062514,6.99993042544383
L08_57,30.185914794631,0.324448461304412
L08_58,58.8988039945211,-5.69399439793899
L08_59,10.0092295857221,3.81837728058597
L08_6,65.1893451432599,7.12722989667144
L08_60,-10.9951887781256,8.58670786548941
L08_61,21.5546905864037,3.27431544338007
L08_62,-12.3227735636009,1.84125746589508
L08_63,67.3013641149298,8.43924370250605
L08_64,-16.7370770901976,14.3193784626467
L08_65,6.92277443584792,5.19767020898951
L08_66,13.3087609755261,3.09445100098208
L08_67,41.4465807469871,4.24569306736797
L08_68,6.99741513675949,12.101019914415
L08_69,21.1703505577575,-11.7339139529154
L08_7,60.2468922235946,7.24738563831853
L08_70,10.2529130888276,-6.17763591620853
L08_71,1.0006965398365,5.29604348986606
L08_72,2.77713704506461,13.1687829585183
L08_73,15.1574845640238,3.68853873331942
L08_74,2.09693817502604,7.605689951539
L08_75,-12.9320287656065,17.7353582032034
L08_76,5.44236422345725,-11.8642591166441
L08_77,21.9740606614746,-18.026047887224
L08_78,-16.1198463412583,11.7488005527704
L08_79,-8.09083228959205,12.6000040603242
L08_8,37.2994973131565,6.04255866253059
L08_80,23.855976766009,-19.4663388661546
L08_81,-0.481468248331908,7.62682143267009
L08_82,8.59495492083687,-13.9353770366211
L08_83,15.1554924804631,5.23497940149306
L08_84,-14.4332153429561,19.8740607008193
L08_85,24.8861671171921,3.1958022910528
L08_87,12.5630967072247,3.77317539621878
L08_89,29.4250123421585,-11.1705122911201
L08_9,-11.0603291617222,-12.4775400558513
L08_90,24.0166025921024,-8.16808862203204
L08_91,-2.5392591846272,-4.20058551709772
L08_92,-7.59976770993143,-2.85180651023055
L08_93,34.0738662770347,-0.291680492114194
L08_94,-22.2792507336926,21.8046219200603
L08_96,83.4027789013,9.73539296713091
L09_1,-17.1884788456797,-16.9716880380806
L09_10,-16.4357834550334,6.05376762048848
L09_11,-9.03012997381408,5.20424902255454
L09_12,-17.2754973119284,3.88031138525184
L09_13,-21.5276051806176,8.31562795376854
L09_14,2.12599244954897,4.92536726226085
L09_15,114.590164755553,9.40813259199983
L09_16,87.786561798512,10.7548599993487
L09_17,16.4365703262819,-7.46339131835777
L09_18,-17.6323093822767,16.518330042939
L09_19,-11.7637940934295,-64.977153778664
L09_2,7.9793550771221,4.7016060923932
L09_20,5.16183294360897,-9.36427712034229
L09_21,-13.076587488151,6.3756991361344
L09_22,-6.87322321248844,5.79586580260885
L09_23,-13.559044804481,6.87699680191659
L09_24,70.9188074360047,10.9540590558757
L09_25,-20.7703546872926,2.67591821155102
L09_26,-19.8345055468453,3.40181418460794
L09_27,-13.3886615692627,7.20653614177464
L09_28,-26.5389476023626,16.0469569326921
L09_29,-11.6642338805016,6.80832829527659
L09_3,-9.83794801583753,3.98292490060425
L09_30,0.976650168193755,4.71303476762192
L09_33,-4.13284344687518,-46.9743880727629
L09_34,-19.477652882525,-17.3024997348588
L09_35,-10.6226105176498,-9.8324711731016
L09_36,-19.1349327468293,9.34624301595084
L09_37,-5.64558023904977,-11.5717310331597
L09_38,13.7632600336869,-7.99295348104661
L09_39,33.0056853295943,-3.18938184075977
L09_4,-22.4473056280327,5.2961222712992
L09_40,107.494836263317,-1.44808058149752
L09_41,0.673150852654184,-13.2141283190112
