"","GenoID_RAD","Tag_Date","Tag_ID","Length","Weight","Fin_Clip_Number","Comment","Tank","Treatment","collector","Smolt_Assessment","SA_date","FL","WT","SI_text","SI_code","Tank.1","Tech","SWC_PIT","SWC_mort_14_day","Mort_Date","SWC_Tank","SWC_FL","X48_hr_SWC_mort"
"275","L04_56","12/8/20","3D6.1D5959184E",123,21.5,379,NA,3,"LC","chris","3D6.1D5959184E","4/21/21",191,80.4,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"276","L04_64","12/8/20","3D6.1D59588493",78,5.6,380,NA,3,"LC","chris","3D6.1D59588493","4/21/21",168,52.3,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"285","L05_33","12/8/20","3D6.1D59588E98",104,13.3,389,NA,3,"LC","chris","3D6.1D59588E98","4/21/21",199,93.4,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"288","L05_57","12/8/20","3D6.1D5958AE26",89,8.2,392,NA,3,"LC","chris","3D6.1D5958AE26","4/21/21",170,51.1,"Smolt",3,3,"JA","3D6.1D5958AE26",1,"5/13/21",35,161,0
"299","L05_50","12/8/20","3D6.1D59592135",114,16.7,403,NA,3,"LC","chris","3D6.1D59592135","4/21/21",198,87.2,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"301","L05_66","12/8/20","3D6.1D59591475",98,9.9,405,NA,3,"LC","chris","3D6.1D59591475","4/21/21",181,63,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"306","L05_11","12/8/20","3D6.1D595861AE",110,14.8,410,NA,3,"LC","chris","3D6.1D595861AE","4/21/21",210,102.1,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"310","L05_43","12/8/20","3D6.1D59586145",84,6,414,NA,3,"LC","chris","3D6.1D59586145","4/21/21",112,15.9,"Parr",1,3,"JA","3D6.1D59586145",1,"5/5/21",35,108,1
"311","L05_51","12/8/20","3D6.1D5958A877",82,6.1,415,NA,3,"LC","chris","3D6.1D5958A877","4/21/21",165,46.2,"Parr",1,3,"JA","3D6.1D5958A877",1,"5/10/21",34,164,0
"316","L05_91","12/8/20","3D6.1D595919A4",98,10.4,420,NA,3,"LC","chris","3D6.1D595919A4","4/21/21",176,55.7,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"317","L05_4","12/8/20","3D6.1D59590378",84,6.5,421,NA,3,"LC","chris","3D6.1D59590378","4/21/21",141,29.5,"Parr",1,3,"JA","3D6.1D59590378",1,"5/7/21",35,144,0
"318","L05_12","12/8/20","3D6.1D5958B209",115,16.6,422,NA,3,"LC","chris","3D6.1D5958B209","4/21/21",209,105.2,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"322","L05_44","12/8/20","3D6.1D59587BE3",97,11.7,426,NA,3,"LC","chris","3D6.1D59587BE3","4/21/21",185,77.8,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"324","L05_60","12/8/20","3D6.1D59538D18",121,19.2,428,NA,3,"LC","chris","3D6.1D59538D18","4/21/21",205,87.9,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"328","L05_92","12/8/20","3D6.1D5958AFBB",81,5.3,432,NA,3,"LC","chris","3D6.1D5958AFBB","4/21/21",156,36.9,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"331","L05_21","12/8/20","3D6.1D595910FF",67,3.5,435,NA,3,"LC","chris","3D6.1D595910FF","4/21/21",92,9.9,"Parr",1,3,"JA","3D6.1D595910FF",1,"5/4/21",35,92,1
"340","L05_93","12/8/20","3D6.1D594D8F81",90,8,444,NA,3,"LC","chris","3D6.1D594D8F81","4/21/21",142,54.4,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"344","L05_38","12/8/20","3D6.1D59586BB5",101,11.8,449,NA,3,"LC","chris","3D6.1D59586BB5","4/21/21",194,81.9,"Smolt",3,3,"JA",NA,0,NA,NA,NA,NA
"346","L05_54","12/8/20","3D6.1D594D87DC",94,9.2,451,NA,3,"LC","chris","3D6.1D594D87DC","4/21/21",162,49.8,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"348","L05_70","12/8/20","3D6.1D59591B48",96,9.2,453,NA,3,"LC","chris","3D6.1D59591B48","4/21/21",168,47.8,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"350","L05_86","12/8/20","3D6.1D594D8041",93,9.2,455,NA,3,"LC","chris","3D6.1D594D8041","4/21/21",170,53.4,"Parr",1,3,"JA","3D6.1D594D8041",1,"5/14/21",35,170,0
"352","L05_7","12/8/20","3D6.1D59588B01",75,5.1,457,NA,3,"LC","chris","3D6.1D59588B01","4/21/21",123,20.7,"Parr",1,3,"JA","3D6.1D59588B01",1,"5/5/21",34,123,1
"357","L05_47","12/8/20","3D6.1D595865CC",100,12,462,NA,3,"LC","chris","3D6.1D595865CC","4/21/21",185,74.6,"Smolt",3,3,"JA","3D6.1D595865CC",1,"5/8/21",35,181,0
"360","L05_71","12/8/20","3D6.1D59589FF0",82,6.4,465,NA,3,"LC","chris","3D6.1D59589FF0","4/21/21",149,35.2,"Parr",1,3,"JA","3D6.1D59589FF0",1,"5/10/21",35,140,0
"363","L05_95","12/8/20","3D6.1D594D74EE",83,6.5,468,NA,3,"LC","chris","3D6.1D594D74EE","4/21/21",156,43.6,"Parr",1,3,"JA",NA,0,NA,NA,NA,NA
"368","L05_40","12/8/20","3D6.1D59588D82",113,17.4,473,NA,7,"LC","chris","3D6.1D59588D82","4/20/21",203,100.9,"Smolt",3,7,"JA",NA,0,NA,NA,NA,NA
"370","L05_56","12/8/20","3D6.1D59591332",118,19,475,NA,7,"LC","chris","3D6.1D59591332","4/20/21",207,96.3,"Smolt",3,7,"JA",NA,0,NA,NA,NA,NA
"382","L06_49","12/8/20","3D6.1D59590C27",93,8.7,487,NA,7,"LC","chris","3D6.1D59590C27","4/20/21",178,55.9,"Smolt",3,7,"JA","3D6.1D59590C27",1,"5/12/21",34,168,0
"384","L06_65","12/8/20","3D6.1D5958759C",63,2.8,489,NA,7,"LC","chris","3D6.1D5958759C","4/20/21",83,6.9,"Parr",1,7,"JA","3D6.1D5958759C",1,"5/4/21",35,79,1
"385","L06_81","12/8/20","3D6.1D595910E7",79,5.3,491,NA,7,"LC","chris","3D6.1D595910E7","4/20/21",134,27.1,"Parr",1,7,"AM",NA,0,NA,NA,NA,NA
"391","L06_34","12/8/20","3D6.1D59538731",80,5.8,497,NA,7,"LC","chris","3D6.1D59538731","4/20/21",124,21.3,"Parr",1,7,"JA",NA,0,NA,NA,NA,NA
"396","L06_74","12/8/20","3D6.1D59591D13",76,3.9,502,NA,7,"LC","chris","3D6.1D59591D13","4/20/21",115,16,"Parr",1,7,"AM","3D6.1D59591D13",1,"5/4/21",35,116,1
"398","L06_90","12/8/20","3D6.1D59588BAC",87,7.4,504,NA,7,"LC","chris","3D6.1D59588BAC","4/20/21",156,41.8,"Parr",1,7,"AM","3D6.1D59588BAC",1,"5/4/21",35,154,1
"401","L06_19","12/8/20","3D6.1D59591621",102,12.4,507,NA,7,"LC","chris","3D6.1D59591621","4/20/21",182,64.3,"Smolt",3,7,"AM","3D6.1D59591621",1,"5/7/21",35,190,0
"409","L06_83","12/8/20","3D6.1D5958A491",125,22.6,515,NA,7,"LC","chris","3D6.1D5958A491","4/20/21",229,134.3,"Smolt",3,7,"JA","3D6.1D5958A491",1,"5/12/21",35,225,0
"412","L06_12","12/8/20","3D6.1D595931B9",83,6.1,518,NA,7,"LC","chris","3D6.1D595931B9","4/20/21",152,34.4,"Parr",1,7,"JA","3D6.1D595931B9",1,"5/6/21",35,146,0
"417","L06_52","12/8/20","3D6.1D594D840C",72,3.8,523,NA,7,"LC","chris","3D6.1D594D840C","4/20/21",90,9.2,"Parr",1,7,"JA","3D6.1D594D840C",1,"5/4/21",34,89,1
