Tag.Date,Tag_ID,Length,Weight,Fin_Clip_Number,Comment,Tank...7,Treatment,collector,Smolt.Assessment,SA.date,FL,WT,SI.text,SI.code,Tank...16,Tech,SWC.PIT,SWC.mort.14.day,Mort.Date,SWC.Tank,SWC.FL,X48.hr.SWC.mort
2020-12-08T00:00:00Z,3D6.1D594D798B,85,6.8,525,NA,7,LC,chris,3D6.1D594D798B,2021-04-20T00:00:00Z,133,25,Parr,1,7,AM,3D6.1D594D798B,1,2021-05-05T00:00:00Z,34,136,1
2020-12-08T00:00:00Z,3D6.1D5958ADCF,76,4.9,524,NA,7,LC,chris,3D6.1D5958ADCF,2021-04-20T00:00:00Z,146,33.9,Parr,1,7,AM,3D6.1D5958ADCF,1,2021-05-06T00:00:00Z,34,145,0
2020-12-08T00:00:00Z,3D6.1D59590378,84,6.5,421,NA,3,LC,chris,3D6.1D59590378,2021-04-21T00:00:00Z,141,29.5,Parr,1,3,JA,3D6.1D59590378,1,2021-05-07T00:00:00Z,35,144,0
2020-12-08T00:00:00Z,3D6.1D595931B9,83,6.1,518,NA,7,LC,chris,3D6.1D595931B9,2021-04-20T00:00:00Z,152,34.4,Parr,1,7,JA,3D6.1D595931B9,1,2021-05-06T00:00:00Z,35,146,0
2020-12-08T00:00:00Z,3D6.1D594D74C0,84,6.8,1446,NA,3,LC,jeff,3D6.1D594D74C0,2021-04-21T00:00:00Z,143,31.9,Parr,1,3,JA,3D6.1D594D74C0,1,2021-05-07T00:00:00Z,34,140,0
2020-12-08T00:00:00Z,3D6.1D59539290,80,5.8,1510,NA,3,LC,jeff,3D6.1D59539290,2021-04-21T00:00:00Z,141,30.5,Parr,1,3,JA,3D6.1D59539290,1,2021-05-05T00:00:00Z,35,143,1
2020-12-08T00:00:00Z,3D6.1D59589FF0,82,6.4,465,NA,3,LC,chris,3D6.1D59589FF0,2021-04-21T00:00:00Z,149,35.2,Parr,1,3,JA,3D6.1D59589FF0,1,2021-05-10T00:00:00Z,35,140,0
2020-12-08T00:00:00Z,3D6.1D59591E2B,77,4.8,1437,NA,3,LC,jeff,3D6.1D59591E2B,2021-04-21T00:00:00Z,137,29.3,Parr,1,3,JA,3D6.1D59591E2B,1,2021-05-05T00:00:00Z,34,138,1
2020-12-08T00:00:00Z,3D6.1D59588B01,75,5.1,457,NA,3,LC,chris,3D6.1D59588B01,2021-04-21T00:00:00Z,123,20.7,Parr,1,3,JA,3D6.1D59588B01,1,2021-05-05T00:00:00Z,34,123,1
2020-12-08T00:00:00Z,3D6.1D595904B1,83,5.6,1447,NA,3,LC,jeff,3D6.1D595904B1,2021-04-21T00:00:00Z,140,25,Parr,1,3,JA,3D6.1D595904B1,1,2021-05-05T00:00:00Z,35,136,1
2020-12-08T00:00:00Z,3D6.1D5958759C,63,2.8,489,NA,7,LC,chris,3D6.1D5958759C,2021-04-20T00:00:00Z,83,6.9,Parr,1,7,JA,3D6.1D5958759C,1,2021-05-04T00:00:00Z,35,79,1
2020-12-08T00:00:00Z,3D6.1D59589F9A,96,9.6,1549,NA,7,LC,jeff,3D6.1D59589F9A,2021-04-20T00:00:00Z,170,54.4,Parr,1,7,JA,3D6.1D59589F9A,1,2021-05-07T00:00:00Z,34,170,0
2020-12-08T00:00:00Z,3D6.1D59586145,84,6,414,NA,3,LC,chris,3D6.1D59586145,2021-04-21T00:00:00Z,112,15.9,Parr,1,3,JA,3D6.1D59586145,1,2021-05-05T00:00:00Z,35,108,1
2020-12-07T00:00:00Z,3D6.1D594D8207,128,22.6,1255,NA,9,EC,jeff,3D6.1D594D8207,2021-04-22T00:00:00Z,215,106.9,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D594D6992,138,28.2,355,NA,8,EC,rob,3D6.1D594D6992,2021-04-22T00:00:00Z,211,106.1,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595911C4,139,29.2,1417,NA,8,EC,jeff,3D6.1D595911C4,2021-04-22T00:00:00Z,222,125,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5959151E,135,27.5,1375,NA,8,EC,jeff,3D6.1D5959151E,2021-04-22T00:00:00Z,222,125.2,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D5959246C,132,26.2,1226,NA,9,EC,jeff,3D6.1D5959246C,2021-04-22T00:00:00Z,206,108,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59592356,139,29.7,1298,NA,9,EC,jeff,3D6.1D59592356,2021-04-22T00:00:00Z,220,126.1,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D594D7DC5,124,20.3,206,NA,9,EC,rob,3D6.1D594D7DC5,2021-04-22T00:00:00Z,195,79.8,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958A6BF,132,24.7,1377,NA,8,EC,jeff,3D6.1D5958A6BF,2021-04-22T00:00:00Z,214,110.9,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59591732,119,18.3,1258,NA,9,EC,jeff,3D6.1D59591732,2021-04-22T00:00:00Z,200,135.5,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5959164D,120,20.5,266,NA,8,EC,rob,3D6.1D5959164D,2021-04-22T00:00:00Z,195,78.8,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59593258,128,24.6,249,NA,9,EC,rob,3D6.1D59593258,2021-04-22T00:00:00Z,208,105.5,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D595889EE,125,19.9,1192,NA,9,EC,jeff,3D6.1D595889EE,2021-04-22T00:00:00Z,210,102.6,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59587492,132,25.2,314,NA,8,EC,rob,3D6.1D59587492,2021-04-22T00:00:00Z,211,104.5,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D595876D4,117,18.7,1286,NA,9,EC,jeff,3D6.1D595876D4,2021-04-22T00:00:00Z,207,103.6,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538D8B,116,17.1,1361,NA,8,EC,jeff,3D6.1D59538D8B,2021-04-22T00:00:00Z,183,72.6,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59588733,133,24.1,1395,NA,8,EC,jeff,3D6.1D59588733,2021-04-22T00:00:00Z,210,105.9,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59591251,124,21.3,193,NA,9,EC,rob,3D6.1D59591251,2021-04-22T00:00:00Z,214,115.2,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D5958A940,109,14.1,1293,NA,9,EC,jeff,3D6.1D5958A940,2021-04-22T00:00:00Z,178,64.6,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59587811,128,24.7,243,NA,9,EC,rob,3D6.1D59587811,2021-04-22T00:00:00Z,206,100.8,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59539031,115,18.1,204,NA,9,EC,rob,3D6.1D59539031,2021-04-22T00:00:00Z,190,83.4,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59590DC9,131,22.1,1330,NA,8,EC,jeff,3D6.1D59590DC9,2021-04-22T00:00:00Z,203,92.1,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59589C62,116,17.1,1378,NA,8,EC,jeff,3D6.1D59589C62,2021-04-22T00:00:00Z,203,90.8,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59539245,122,19.3,1319,NA,8,EC,jeff,3D6.1D59539245,2021-04-22T00:00:00Z,195,79,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D5958AC4E,151,32.9,1251,NA,9,EC,jeff,3D6.1D5958AC4E,2021-04-22T00:00:00Z,235,130.9,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958AD8A,124,22.4,1424,NA,8,EC,jeff,3D6.1D5958AD8A,2021-04-22T00:00:00Z,196,85.7,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D594D7B0A,119,18.2,1381,NA,8,EC,jeff,3D6.1D594D7B0A,2021-04-22T00:00:00Z,185,74.8,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59590AD9,128,22,1229,NA,9,EC,jeff,3D6.1D59590AD9,2021-04-22T00:00:00Z,202,96.6,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59590FFF,111,14.3,295,NA,8,EC,rob,3D6.1D59590FFF,2021-04-22T00:00:00Z,188,70.7,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D594D7ABC,118,18.4,1367,NA,8,EC,jeff,3D6.1D594D7ABC,2021-04-22T00:00:00Z,190,80.9,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59588ACE,113,15.8,365,NA,8,EC,rob,3D6.1D59588ACE,2021-04-22T00:00:00Z,188,73.6,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59586F0D,127,23.8,1206,NA,9,EC,jeff,3D6.1D59586F0D,2021-04-22T00:00:00Z,202,94.9,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59590C18,134,25.4,1337,NA,8,EC,jeff,3D6.1D59590C18,2021-04-22T00:00:00Z,209,100.3,Smolt,3,8,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538E50,119,18,1314,NA,8,EC,jeff,3D6.1D59538E50,2021-04-22T00:00:00Z,199,86.4,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958ADDC,113,15.7,350,NA,8,EC,rob,3D6.1D5958ADDC,2021-04-22T00:00:00Z,187,75.8,Smolt,3,8,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59587142,109,13.3,189,NA,9,EC,rob,3D6.1D59587142,2021-04-22T00:00:00Z,177,64.4,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D59592103,122,21.8,205,NA,9,EC,rob,3D6.1D59592103,2021-04-22T00:00:00Z,196,85.2,Smolt,3,9,JA,NA,0,NA,NA,NA,0
2020-12-07T00:00:00Z,3D6.1D595915A2,118,17.9,233,NA,9,EC,rob,3D6.1D595915A2,2021-04-22T00:00:00Z,198,87,Smolt,3,9,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538B1A,122,20.6,1411,NA,8,EC,jeff,3D6.1D59538B1A,2021-04-22T00:00:00Z,188,74,Smolt,3,8,AM,3D6.1D59538B1A,1,2021-05-08T00:00:00Z,35,186,0
2020-12-07T00:00:00Z,3D6.1D5958708E,119,17.7,239,NA,9,EC,rob,3D6.1D5958708E,2021-04-22T00:00:00Z,193,78.5,Smolt,3,9,JA,3D6.1D5958708E,1,2021-05-10T00:00:00Z,34,188,0
2020-12-07T00:00:00Z,3D6.1D59592360,138,30.9,1190,NA,9,EC,jeff,3D6.1D59592360,2021-04-22T00:00:00Z,202,87.4,Smolt,3,9,JA,3D6.1D59592360,1,2021-05-10T00:00:00Z,35,186,0
2020-12-07T00:00:00Z,3D6.1D59592905,116,17.2,1216,NA,9,EC,jeff,3D6.1D59592905,2021-04-22T00:00:00Z,201,89.8,Smolt,3,9,JA,3D6.1D59592905,1,2021-05-14T00:00:00Z,35,197,0
2020-12-07T00:00:00Z,3D6.1D5958B05C,131,23.4,1279,NA,9,EC,jeff,3D6.1D5958B05C,2021-04-22T00:00:00Z,213,112.6,Smolt,3,9,AM,3D6.1D5958B05C,1,2021-05-12T00:00:00Z,34,211,0
2020-12-08T00:00:00Z,3D6.1D594D85A0,127,22.8,1324,NA,8,EC,jeff,3D6.1D594D85A0,2021-04-22T00:00:00Z,195,85,Smolt,3,8,JA,3D6.1D594D85A0,1,2021-05-06T00:00:00Z,34,193,0
2020-12-07T00:00:00Z,3D6.1D5958A745,125,21.2,1241,NA,9,EC,jeff,3D6.1D5958A745,2021-04-22T00:00:00Z,212,101.4,Smolt,3,9,JA,3D6.1D5958A745,1,2021-05-10T00:00:00Z,35,203,0
2020-12-07T00:00:00Z,3D6.1D595898C9,130,24.6,1282,NA,9,EC,jeff,3D6.1D595898C9,2021-04-22T00:00:00Z,196,92.6,Smolt,3,9,JA,3D6.1D595898C9,1,2021-05-08T00:00:00Z,34,192,0
2020-12-07T00:00:00Z,3D6.1D5959210E,133,24.1,1253,NA,9,EC,jeff,3D6.1D5959210E,2021-04-22T00:00:00Z,216,104.7,Smolt,3,9,JA,3D6.1D5959210E,1,2021-05-07T00:00:00Z,35,211,0
2020-12-08T00:00:00Z,3D6.1D59590E67,131,24,343,NA,8,EC,rob,3D6.1D59590E67,2021-04-22T00:00:00Z,195,78.5,Smolt,3,8,JA,3D6.1D59590E67,1,2021-05-06T00:00:00Z,35,192,0
2020-12-07T00:00:00Z,3D6.1D59589F58,127,21.3,1188,NA,9,EC,jeff,3D6.1D59589F58,2021-04-22T00:00:00Z,200,81.8,Smolt,3,9,JA,3D6.1D59589F58,1,2021-05-06T00:00:00Z,34,195,0
2020-12-07T00:00:00Z,3D6.1D595899F1,148,34.9,1304,NA,9,EC,jeff,3D6.1D595899F1,2021-04-22T00:00:00Z,224,124,Smolt,3,9,JA,3D6.1D595899F1,1,2021-05-07T00:00:00Z,35,223,0
2020-12-07T00:00:00Z,3D6.1D59585857,128,21.7,1267,NA,9,EC,jeff,3D6.1D59585857,2021-04-22T00:00:00Z,212,99.2,Smolt,3,9,JA,3D6.1D59585857,1,2021-05-10T00:00:00Z,35,211,0
2020-12-08T00:00:00Z,3D6.1D595912E0,138,30.6,283,NA,8,EC,rob,3D6.1D595912E0,2021-04-22T00:00:00Z,209,97.3,Smolt,3,8,JA,3D6.1D595912E0,1,2021-05-07T00:00:00Z,35,206,0
2020-12-08T00:00:00Z,3D6.1D5958AC0A,114,17.1,271,NA,8,EC,rob,3D6.1D5958AC0A,2021-04-22T00:00:00Z,200,88.3,Smolt,3,8,JA,3D6.1D5958AC0A,1,2021-05-14T00:00:00Z,35,198,0
2020-12-07T00:00:00Z,3D6.1D59585735,116,16.4,185,NA,9,EC,rob,3D6.1D59585735,2021-04-22T00:00:00Z,199,76,Smolt,3,9,JA,3D6.1D59585735,1,2021-05-07T00:00:00Z,34,193,0
2020-12-08T00:00:00Z,3D6.1D59590127,141,28.6,358,NA,8,EC,rob,3D6.1D59590127,2021-04-22T00:00:00Z,222,114,Smolt,3,8,JA,3D6.1D59590127,1,2021-05-10T00:00:00Z,34,210,0
2020-12-08T00:00:00Z,3D6.1D5953916E,138,28,356,NA,8,EC,rob,3D6.1D5953916E,2021-04-22T00:00:00Z,208,97,Smolt,3,8,JA,3D6.1D5953916E,1,2021-05-13T00:00:00Z,34,200,0
2020-12-08T00:00:00Z,3D6.1D5958A2E9,115,16.7,261,NA,8,EC,rob,3D6.1D5958A2E9,2021-04-22T00:00:00Z,185,67.5,Smolt,3,8,JA,3D6.1D5958A2E9,1,2021-05-06T00:00:00Z,34,177,0
2020-12-07T00:00:00Z,3D6.1D59587B0F,137,28.5,1232,NA,9,EC,jeff,3D6.1D59587B0F,2021-04-22T00:00:00Z,220,121.7,Smolt,3,9,JA,3D6.1D59587B0F,1,2021-05-13T00:00:00Z,35,221,0
2020-12-08T00:00:00Z,3D6.1D5958AB69,115,16.9,336,NA,8,EC,rob,3D6.1D5958AB69,2021-04-22T00:00:00Z,197,88.4,Smolt,3,8,JA,3D6.1D5958AB69,1,2021-05-10T00:00:00Z,35,190,0
2020-12-08T00:00:00Z,3D6.1D5958914B,112,22.1,1346,NA,8,EC,jeff,3D6.1D5958914B,2021-04-22T00:00:00Z,201,79.3,Smolt,3,8,JA,3D6.1D5958914B,1,2021-05-06T00:00:00Z,35,192,0
2020-12-07T00:00:00Z,3D6.1D59585F0A,120,15.6,1248,NA,9,EC,jeff,3D6.1D59585F0A,2021-04-22T00:00:00Z,201,95.5,Smolt,3,9,JA,3D6.1D59585F0A,1,2021-05-10T00:00:00Z,34,131,0
2020-12-08T00:00:00Z,3D6.1D59590001,128,23.1,1353,NA,8,EC,jeff,3D6.1D59590001,2021-04-22T00:00:00Z,218,116.4,Smolt,3,8,JA,3D6.1D59590001,1,2021-05-12T00:00:00Z,34,208,0
2020-12-07T00:00:00Z,3D6.1D59586901,130,23.2,1235,NA,9,EC,jeff,3D6.1D59586901,2021-04-22T00:00:00Z,204,93.9,Smolt,3,9,JA,3D6.1D59586901,1,2021-05-13T00:00:00Z,35,201,0
2020-12-08T00:00:00Z,3D6.1D595905DE,119,18.3,1382,NA,8,EC,jeff,3D6.1D595905DE,2021-04-22T00:00:00Z,193,80.4,Smolt,3,8,JA,3D6.1D595905DE,1,2021-05-08T00:00:00Z,34,188,0
2020-12-08T00:00:00Z,3D6.1D59592DEF,118,16.8,1406,NA,8,EC,jeff,3D6.1D59592DEF,2021-04-22T00:00:00Z,201,87,Smolt,3,8,AM,3D6.1D59592DEF,1,2021-05-12T00:00:00Z,35,197,0
2020-12-08T00:00:00Z,3D6.1D59587328,133,24,1326,NA,8,EC,jeff,3D6.1D59587328,2021-04-22T00:00:00Z,190,73.8,Smolt,3,8,AM,3D6.1D59587328,1,2021-05-06T00:00:00Z,34,187,0
2020-12-07T00:00:00Z,3D6.1D59591C1E,119,19.8,210,NA,9,EC,rob,3D6.1D59591C1E,2021-04-22T00:00:00Z,203,92.6,Smolt,3,9,JA,3D6.1D59591C1E,1,2021-05-06T00:00:00Z,34,198,0
2020-12-08T00:00:00Z,3D6.1D59591FCF,90,8.4,1551,NA,7,LC,jeff,3D6.1D59591FCF,2021-04-20T00:00:00Z,174,60.8,Smolt,3,7,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595861AE,110,14.8,410,NA,3,LC,chris,3D6.1D595861AE,2021-04-21T00:00:00Z,210,102.1,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538D18,121,19.2,428,NA,3,LC,chris,3D6.1D59538D18,2021-04-21T00:00:00Z,205,87.9,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59592135,114,16.7,403,NA,3,LC,chris,3D6.1D59592135,2021-04-21T00:00:00Z,198,87.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59591593,95,9,1577,NA,7,LC,jeff,3D6.1D59591593,2021-04-20T00:00:00Z,176,57.8,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59586BB5,101,11.8,449,NA,3,LC,chris,3D6.1D59586BB5,2021-04-21T00:00:00Z,194,81.9,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958A2D7,116,17.6,1607,NA,7,LC,jeff,3D6.1D5958A2D7,2021-04-20T00:00:00Z,200,84.2,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D594D6CA7,108,14.5,1459,NA,3,LC,jeff,3D6.1D594D6CA7,2021-04-21T00:00:00Z,203,92.5,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D594D8814,112,14.6,1523,NA,3,LC,jeff,3D6.1D594D8814,2021-04-21T00:00:00Z,207,104.7,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59587BE3,97,11.7,426,NA,3,LC,chris,3D6.1D59587BE3,2021-04-21T00:00:00Z,185,77.8,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958B511,109,14.3,1522,NA,3,LC,jeff,3D6.1D5958B511,2021-04-21T00:00:00Z,200,91.5,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59591D32,116,17.4,1539,NA,7,LC,jeff,3D6.1D59591D32,2021-04-20T00:00:00Z,212,100,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59587A6A,106,13.2,1588,NA,7,LC,jeff,3D6.1D59587A6A,2021-04-20T00:00:00Z,187,80.4,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59585D7A,121,19.6,1613,NA,7,LC,jeff,3D6.1D59585D7A,2021-04-20T00:00:00Z,208,101.7,Smolt,3,7,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59589F22,119,18.4,1484,NA,3,LC,jeff,3D6.1D59589F22,2021-04-21T00:00:00Z,219,107.7,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59589F83,105,12.6,1550,NA,7,LC,jeff,3D6.1D59589F83,2021-04-20T00:00:00Z,201,90.3,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538AB7,109,14.7,1507,NA,3,LC,jeff,3D6.1D59538AB7,2021-04-21T00:00:00Z,197,89.4,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59592E00,114,18,549,NA,7,LC,chris,3D6.1D59592E00,2021-04-20T00:00:00Z,216,123.2,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59588D82,113,17.4,473,NA,7,LC,chris,3D6.1D59588D82,2021-04-20T00:00:00Z,203,100.9,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5959184E,123,21.5,379,NA,3,LC,chris,3D6.1D5959184E,2021-04-21T00:00:00Z,191,80.4,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595883EA,111,14.9,1481,NA,3,LC,jeff,3D6.1D595883EA,2021-04-21T00:00:00Z,199,83.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59588261,115,15.8,1552,NA,7,LC,jeff,3D6.1D59588261,2021-04-20T00:00:00Z,205,94.2,Smolt,3,7,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59538CC3,127,23,568,NA,7,LC,chris,3D6.1D59538CC3,2021-04-20T00:00:00Z,233,140.5,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958B209,115,16.6,422,NA,3,LC,chris,3D6.1D5958B209,2021-04-21T00:00:00Z,209,105.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5959329E,100,12.4,1442,NA,3,LC,jeff,3D6.1D5959329E,2021-04-21T00:00:00Z,178,75.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595922A3,105,12.6,1429,NA,3,LC,jeff,3D6.1D595922A3,2021-04-21T00:00:00Z,193,76.8,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958FEB8,110,14.1,368,NA,3,LC,chris,3D6.1D5958FEB8,2021-04-21T00:00:00Z,203,93.5,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59591D91,116,17.4,1595,NA,7,LC,jeff,3D6.1D59591D91,2021-04-20T00:00:00Z,206,96.9,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958AC75,80,5.9,1604,NA,7,LC,jeff,3D6.1D5958AC75,2021-04-20T00:00:00Z,140,30.1,Smolt,3,7,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59590BCF,106,13.4,551,NA,7,LC,chris,3D6.1D59590BCF,2021-04-20T00:00:00Z,195,88.4,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595851B2,108,13.7,1462,NA,3,LC,jeff,3D6.1D595851B2,2021-04-21T00:00:00Z,201,88.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958A907,122,19,1548,NA,7,LC,jeff,3D6.1D5958A907,2021-04-20T00:00:00Z,209,96.3,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595882C1,118,17.6,1474,NA,3,LC,jeff,3D6.1D595882C1,2021-04-21T00:00:00Z,211,99.2,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D595922D4,109,15,1536,NA,7,LC,jeff,3D6.1D595922D4,2021-04-20T00:00:00Z,196,90.5,Smolt,3,7,AM,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59588E98,104,13.3,389,NA,3,LC,chris,3D6.1D59588E98,2021-04-21T00:00:00Z,199,93.4,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59587E54,104,14.5,1504,NA,3,LC,jeff,3D6.1D59587E54,2021-04-21T00:00:00Z,193,81,Smolt,3,3,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D59591332,118,19,475,NA,7,LC,chris,3D6.1D59591332,2021-04-20T00:00:00Z,207,96.3,Smolt,3,7,JA,NA,0,NA,NA,NA,0
2020-12-08T00:00:00Z,3D6.1D5958AE26,89,8.2,392,NA,3,LC,chris,3D6.1D5958AE26,2021-04-21T00:00:00Z,170,51.1,Smolt,3,3,JA,3D6.1D5958AE26,1,2021-05-13T00:00:00Z,35,161,0
2020-12-08T00:00:00Z,3D6.1D595878E8,92,9.2,535,NA,7,LC,chris,3D6.1D595878E8,2021-04-20T00:00:00Z,177,65.2,Smolt,3,7,AM,3D6.1D595878E8,1,2021-05-10T00:00:00Z,35,178,0
2020-12-08T00:00:00Z,3D6.1D59591F1B,108,13.4,1514,NA,3,LC,jeff,3D6.1D59591F1B,2021-04-21T00:00:00Z,191,75.7,Smolt,3,3,JA,3D6.1D59591F1B,1,2021-05-10T00:00:00Z,35,188,0
2020-12-08T00:00:00Z,3D6.1D59585A40,110,15.6,1554,NA,7,LC,jeff,3D6.1D59585A40,2021-04-20T00:00:00Z,200,87.8,Smolt,3,7,JA,3D6.1D59585A40,1,2021-05-10T00:00:00Z,34,193,0
2020-12-08T00:00:00Z,3D6.1D59588931,118,18.2,1443,NA,3,LC,jeff,3D6.1D59588931,2021-04-21T00:00:00Z,212,100,Smolt,3,3,JA,3D6.1D59588931,1,2021-05-08T00:00:00Z,34,204,0
2020-12-08T00:00:00Z,3D6.1D595912C0,113,17.7,373,NA,3,LC,chris,3D6.1D595912C0,2021-04-21T00:00:00Z,192,81.4,Smolt,3,3,JA,3D6.1D595912C0,1,2021-05-12T00:00:00Z,35,188,0
